nebenkosten,heizungstyp,telekom_tv_angebot,telekom_hybrid_uploadspeed,neu_bau,balkon,bilderanzahl,preisentwicklung,telekom_uploadspeed,gesamt_miete,baujahr,scout_id,parkplätze,fuer_heizung,mit_kueche,bundesland,keller,baujahr_range,grundmiete,hausnummer,wohnflaeche,bezirk,zustand,ausstattungsqualitaet,haustiere_erlaubt,straße,straße_plain,aufzug,grundmiete_range,wohnungstyp,postleitzahl,zimmer,waermeschutz,etage,anzahl_stockwerke,zimmer_range,garten,wohnflaeche_range,region2,region3,beschreibung,ausstattung,heizkosten,energieeffizienzklasse,letzte_sanierung,stromgrundpreis,strom_kwh_preis,daten_datum
81.0,district_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,8,6.36,40,530.0,1985,115644389,NA,district_heating,FALSE,Berlin,TRUE,4,449.0,41,33.54,Berlin,well_kept,na,NA,Havelländer Ring,Havelländer_Ring,FALSE,3,apartment,12629,1,77.6,4,NA,1,FALSE,1,Berlin,Hellersdorf_Hellersdorf,"Die Mitte der 80iger Jahre entstandenen Wohnhäuser befinden sich in einem gepflegten Zustand. Die aufgelockerte Bebauung mit zahlreichen Grünflächen und liebevoll gestalteten Innenhöfen vermitteln eine hohe Aufenthalts- und Wohnqualität. Ausreichend Stellplätze sind in der nahen Umgebung vorhanden. Mehrere engagierte Hauswarte haben immer ein offenes Ohr für unsere Mieter. Das Objekt wird über eine zentrale Heizungsanlage versorgt, in der Miete ist der Grundbeitrag für das Kabelfernsehen bereits enthalten.",*Die Bilder stammen aus einem vorherigen Leerstand!* - Balkon - PVC - Küche mit Fenster - Anschlüsse für Waschmaschine und Geschirrspüler - modern gefliestes Wannenbad - Kabelanschluss - Mieterkeller - PKW-Stellplätze anmietbar,41,C,NA,NA,NA,2020-02-01
117.98,na,NA,NA,TRUE,TRUE,7,7.49,NA,624.6,2019,111385442,NA,district_heating,FALSE,Berlin,FALSE,9,451.1,183,69.4,Berlin,na,na,NA,Cecilienstraße,Cecilienstraße,TRUE,3,apartment,12683,3,48,5,6,3,FALSE,3,Berlin,Biesdorf_Marzahn,"Unsere Wohnungen stehen übergabefertig ab März 2019 zur Verfügung, zurzeit sind keine Besichtigungen möglich. Die vorhandenen Fotos sind beispielhaft.","Balkon/Loggia, Küche mit Fenster, gefliestes Bad, Aufzug ebenerdig, Fernwarmwasserversorgung, Glasfaseranschluss in Wohnung, Kabelfernsehen, Rollläden, Offene Küche, Abstellraum, Fern-/Zentralheizung",55.52,NA,NA,NA,NA,2019-05-01
128.0,district_heating,NA,NA,FALSE,TRUE,12,6.07,NA,998.0,NA,115697637,NA,district_heating,TRUE,Berlin,FALSE,NA,798.0,-,70.0,Berlin,refurbished,na,no,Goltzstraße,Goltzstraße,FALSE,5,other,13587,2,121.7,3,4,2,FALSE,3,Berlin,Spandau_Spandau,"Diese attraktive, sanierte und sehr helle Wohnung im dritten OG kann zum 01.05.2020 bezogen werden. Die Wohnung befindet sich im grünen Hakenfelde unweit des Spandauer Forstes in einer gepflegten Wohnanlage. Sie verfügt über zweieinhalb schöne Zimmer. Im Schlafzimmer befindet sich ein neuwertiger Kleiderschrank (Schiebetüren, 2,7x0,63x2,1 m) für den eine Abstandszahlung von 400€ geleistet werden muss. Ein aktueller Energieausweis liegt zur Besichtigung vor. Zur Wohnung gehört auch ein Balkon. Eine Einbauküche steht Ihnen außerdem zur Verfügung.",NA,72,NA,2019,NA,NA,2020-02-01
184.0,gas_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,15,10.23,10,1224.9,NA,107115341,NA,NA,TRUE,Berlin,TRUE,NA,940.9,NA,98.73,Berlin,na,na,no,no_information,NA,FALSE,6,apartment,12437,2,NA,2,3,2,FALSE,4,Berlin,Baumschulenweg_Treptow,"Bei Interesse Mail an theres.jurenz@gmx.de Ich möchte vor Ablauf meiner Kündigungsfrist aus meiner aktuellen, noch bewohnten Wohnung im Heidekampweg ausziehen und suche daher einen Nachmieter. Hierfür muss ich 3 potentielle Kandidaten meinem Vermieter anbieten. Der offizielle Mietbeginn ist 01.11, nicht später. Ich plane Ende Oktober (Datum nicht fix) aus der Wohnung auszuziehen. Die Bilder sind größtenteils vor meinem Einzug im Sommer 2016 entstanden. !!Obligatorisch ist die Übernahme meiner EBK mit einem Abstand von 1.200 €!! Die Hundehaltung ist vom Eigentümer unerwünscht. Hier noch einpaar zusammenfassende Daten zu der Wohnung: Die Wohnung gliedert sich in 2 große Wohnräume und ein halbes Zimmer. Besonders ist die 28 qm große Wohnküche (inkl. einer Abstellkammer), welche direkt an das 26 qm große Wohnzimmer anschließt. Das Schlafzimmer ist 21 qm groß. Da die Wohnung ein Zusammenschluss zweier Wohnungen ist (1-Raum und 2-Raum), verfügt sie über 2 Balkone: Süd-Balkon an der Küche, Ost-Balkon am Schlafzimmer. Alle Wohnräume sowie die Küche haben Laminatboden. Das geflieste, tagesbelichtete Bad ist mit einer Eckbadewanne und einer Dusche ausgestattet. Küche, Bad und Flur haben Deckenspots. Es gilt eine Staffelmiete von 3 % auf die Kaltmiete über eine Laufzeit von 10 Jahren. Der Vertrag wird auf unbefristete Zeit abgeschlossen. Zur Lage: Fußläufig mit 1 km entfernt befindet sich der S-Bahnhof „Baumschulenweg“ mit Anbindung zur S8, S9, S45, S46, S47 und S85. 3 km entfernt ist der S-Bahnhof „Sonnenallee“ mit den Ringbahnen S41 und S42. Zur Sonnenallee fährt der Bus (Haltestelle 450 m entfernt) M41, weitere Buslinien 265 sowie 170. Besichtigung: Bitte senden Sie mir eine kurze Beschreibung zu Ihrer Person/der einzuziehenden Personen an theres.jurenz[at]gmx.de zu. Für eine Anmietung ist ein Haushaltsnettoeinkommen von 3 Kaltmieten - also 2.800 € - notwendig. Besichtigungstermine können mit mir individuell eingeplant werden.",NA,100,NA,NA,90.76,0.1985,2018-09-01
93.0,self_contained_central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,16,5.99,40,693.0,1900,115180912,NA,gas,TRUE,Berlin,FALSE,1,600.0,NA,57.51,Berlin,na,na,negotiable,no_information,NA,FALSE,4,apartment,13509,1,NA,1,5,1,FALSE,2,Berlin,Wittenau_Reinickendorf,"Suchen Sie eine 1-Zimmerwohnung in Wittenau (Reinickendorf)? Willkommen in Ihrer Traumwohnung! Die 1-Zimmerwohnung befindet sich im Seitenflügel im 1.OG eines Altbaus. Insgesamt verfügt die Wohnung über 1 Zimmer, ein Wannenbad mit Fenster sowie eine Küche mit Einbauküche (folgt). Der Waschmaschinenanschluss befindet sich im Bad. Der U-Bhf. Borsigwerke (U6) ist fußläufig erreichbar und für Autofahrer ist die Autobahn (A111) in unmittelbarer Nähe. Es wird ein unbefristeter Mietvertrag mit einer Mindestmietlaufzeit von 15 Monaten angeboten (inkl. dreimonatiger Kündigungsfrist). Die jährliche Staffelmiete beträgt 2,5 %, bezieht sich auf die Nettokaltmiete und ist begrenzt auf 10 Jahre.","Zusammenfassend bietet die Wohnung folgende Ausstattung: + 1 Zimmer + Küche mit Einbauküche (folgt) + Wannenbad mit Fenster + Gasetagenheizung * * Gasetagenheizung: Beachten Sie bitte, dass die Heizkosten nicht in der Gesamtmiete enthalten sind. Die Wohnung verfügt über eine Gasetagenheizung, so dass die Heizkosten an einen Energieanbieter entrichtet werden müssen. Unverbindlicher Tipp: Rechnen Sie für die Heizkosten mit ca. 1 €/m².",NA,NO_INFORMATION,NA,NA,NA,2020-02-01
221.84,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,4,9.09,40,770.69,1998,86337287,NA,district_heating,TRUE,Berlin,FALSE,5,548.85,31,63.11,Berlin,well_kept,normal,negotiable,Hofzeichendamm,Hofzeichendamm,FALSE,4,roof_storey,13125,2,79,NA,4,2,FALSE,3,Berlin,Karow_Weißensee,"Diese 2-Zimmer-Wohnung hat jede Menge zu bieten. Sie ist nicht nur toll geschnitten, sondern auch komfortabel. Neben einem Wohn- und Schlafzimmer bietet sie außerdem eine Küche mit angrenzendem Essplatz sowie ein Wannenbad und einen Abstellraum. Besonderes Highlight ist zweifelsohne die Dachterrasse, die vor allem im Sommer zum Verweilen einlädt.","- helle Einbauküche - Laminat im Wohnzimmer, ansonsten Teppichboden - Keller",NA,NA,NA,NA,NA,2019-05-01
120.0,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,1,6.81,40,1079.0,1958,113283987,NA,local_heating,FALSE,Berlin,FALSE,2,899.0,53a,53.0,Berlin,modernized,sophisticated,negotiable,Nestorstraße,Nestorstraße,TRUE,6,apartment,10709,2,144,4,5,2,FALSE,2,Berlin,Wilmersdorf_Wilmersdorf,"Das im Jahr 1958 erbaute, gepflegte Mehrfamilienhaus verfügt über insgesamt fünf Geschosse. Die Wohnungen sind bis in die 4. Etage bei Bedarf auch per Aufzug erreichbar.","- 2 Zimmer - Balkon - Modernes Wannenbad mit wandhängendem WC, Handtuchheizkörper und Tageslicht - Waschmaschinenanschluss im Bad - Laminatfußböden in den Zimmern, im Flur-/Eingangsbereich, sowie in der Küche - Zentralheizung - Dezentrale Warmwasserversorgung (Durchlauferhitzer)",60,NA,2019,NA,NA,2019-10-01
164.67,central_heating,ONE_YEAR_FREE,NA,TRUE,TRUE,13,8.56,40,2195.6,2018,108884664,2,district_heating,FALSE,Berlin,TRUE,9,1866.26,31,109.78,Berlin,first_time_use,luxury,negotiable,Boyenstraße,Boyenstraße,TRUE,8,apartment,10115,4,79.29,1,6,4,FALSE,5,Berlin,Mitte_Mitte,"Erstbezug Luxusneubau mit 2 Balkonen! Hochwertige Neubauwohnung in der Boyenstraße (Nahe Bundeswehrkrankenhaus und Nordhafen) wartet darauf, Ihr neues Zuhause zu werden. Diese Wohnung lässt keine Wünsche offen: Personenaufzug, kompakter Grundriss mit 4 Zimmern, im Wohnzimmer ist die Küche integriert, 2 Bäder mit Tageslicht sowie 2 Balkone. Die erstklassige Ausstattung mit gespachtelten Wänden und Decken, Parkett und Fußbodenheizung sowie hochwertiger Badausstattung wird Sie überzeugen. An das Elternschlafzimmer grenzt ein en Suite Bad. Das zweite Bad ist für alle anderen Zimmer verfügbar. Vom Wohnzimmer gelangen Sie auf einen der Balkone. Im Wohnzimmer ist optisch abgegrenzt die Küche integriert. Von hier betreten Sie den zweiten Balkon, der zum gemeinsamen Essen im Freien einlädt. Das taghelle en Suite Bad verfügt über eine Badewanne, separate Dusche, wandhängendes WC, Waschbecken sowie Handtuchheizkörper ausgestattet. Das zweite Bad verfügt über eine Dusche, wandhängendes WC, Waschbecken und Handtuchheizkörper. Eine Abstellkammer/Garderobe bietet zusätzlich Platz. Ein Tiefgaragenstellplatz kann separat angemietet werden.","* 2 Balkone * Wände und Decken: gespachtelt * Fußboden: Parkett. Bad: Fliesen * Fußbodenheizung * en Suite Bad: Badewanne, Dusche, WC, Waschbecken, Handtuchheizkörper * zweites Bad: Dusche, WC, Waschbecken, Handtuchheizkörper",164.67,NA,2018,NA,NA,2019-05-01
155.0,district_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,22,9.64,10,1200.0,1982,107326511,NA,district_heating,TRUE,Berlin,FALSE,4,940.0,101,75.22,Berlin,modernized,na,NA,Einbecker Straße,Einbecker_Straße,TRUE,6,apartment,10315,3,96,12,18,3,FALSE,3,Berlin,Friedrichsfelde_Lichtenberg,Allgemein: - Wärmedämmung Extras: - Treppenhausreinigung - Hausmeisterservice - Winterdienst - Gegensprechanlage,"Allgemein: - Waschtrockner - Vorderhaus Räume: - verputzte Wände - Parkettboden Küche: - Geschirrspüler - Elektroherd, Cerankochfeld - Kühl-/Gefrierkombination Badezimmer: - Badewanne",105,C,NA,90.76,0.1985,2018-09-01
294.94,floor_heating,ONE_YEAR_FREE,10,FALSE,TRUE,14,4.54,2.4,2752.74,1892,108357384,NA,gas,TRUE,Berlin,FALSE,1,2457.8,270,122.89,Berlin,first_time_use_after_refurbishment,sophisticated,negotiable,Müggelseedamm,Müggelseedamm,FALSE,9,ground_floor,12587,3,NA,1,4,3,TRUE,6,Berlin,Friedrichshagen_Köpenick,"Exklusive, geräumige Untergeschosswohnung im Mehrfamilienhaus direkt am Großen Müggelsee in ruhiger Lage zu vermieten. Die Wohnung ist über einen separaten Eingang zu erreichen.","Die Wohnung mit 3 Zimmer ist komplett kernsaniert und verfügt über einen gehobenen Standard, eine Küche mit Einbauschränken, Geschirrspüler und Kühlgefrierkombination, ein Bad mit Badewanne, Dusche, Bidet und WC, ein Gäste-WC mit Dusche Der Fußboden ist ausgelegt mit Parkett, das Bad und der Gäste-WC sind voll gefliest. Die Warmwasser- und Wärmeversorgung wird über eine Zentralheizung gewährleistet. Alle Räume haben Fussbodenheizung, eigene Lüftungsanlage und eine Smarthoumanlage. Die Wohnung verfügt über eine Terrasse zum See. Mehr Infos über www.mietwohnungen-am-mueggelsee.de",NA,NA,2018,NA,NA,2020-02-01
145.0,district_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,11,6.98,40,1365.0,2016,106340878,NA,district_heating,TRUE,Berlin,TRUE,9,1120.0,37b,89.59,Berlin,na,na,NA,Ahornallee,Ahornallee,TRUE,7,na,12587,3,72,1,5,3,FALSE,4,Berlin,Friedrichshagen_Köpenick,"An der alten Gießerei entstanden 2016 17 attraktive Eigentumswohnungen mit individueller Ausstattung. Das Gebäude wurde durch Umbau in 2 Häuser getrennt und als KfW Effizienzhaus 70 konzipiert. Das 5geschossige Gebäude wurde mit großzügigen Balkonen sowie einem Aufzug ausgestattet. Deckenhöhen von ca. 2,60 m und bodentiefe Fenster mit 3fach Verglasung vermitteln großzügiges modernes und dennoch energieeffizientes Wohnen. Ein PKW Stellplatz kann auf Anfrage auf dem Gelände mit großer Grünanlage mitgemietet werden.","Die südwestorientierte geschmackvolle 3-Zi-Whg. im 1. OG verfügt über einen großen Westbalkon mit weitem Grünblick, Fußbodenheizung, Einbauküche, Eichenparkettboden und Wannenbad mit Dusche.",100,B,NA,90.76,0.1985,2018-09-01
144.38,na,ONE_YEAR_FREE,NA,FALSE,TRUE,2,7.16,40,591.41,1970,113860409,NA,district_heating,FALSE,Berlin,FALSE,2,447.03,36,74.5,Berlin,na,na,NA,Dolgenseestr.,Dolgenseestr.,FALSE,3,apartment,10319,3,79.8,8,NA,3,FALSE,3,Berlin,Friedrichsfelde_Lichtenberg,Termin nach Vereinbarung,"Balkon/Loggia, Bad gefliest, Küche mit Fenster, WBS erforderlich, Bad mit Fenster",NA,C,NA,NA,NA,2019-10-01
260.0,na,NA,NA,FALSE,TRUE,15,NA,NA,1648.0,1996,89458826,NA,NA,TRUE,Berlin,TRUE,5,1388.0,0,101.0,Berlin,well_kept,sophisticated,no,Ringbahnstraße,Ringbahnstraße,TRUE,7,roof_storey,10711,3,NA,6,6,3,FALSE,5,Berlin,Wilmersdorf_Wilmersdorf,"Schöne und großzügige Dachgeschosswohnung mit drei Zimmern am Ende des Ku’damms. Die Wohnung besticht durch einen sehr hohen Wohnbereich mit Küche und vorgelagerter Terrasse mit Westausrichtung. Zwei abgetrennte Zimmer befinden sich zum Innenhof und nach Osten orientiert. Die Loft ähnliche Wohnung ist mit einer Einbauküche ausgestattet, das große Badezimmer verfügt über eine separate Dusche, eine Badewanne, zwei Waschbecken und einen WM Anschluss. Ein Gäste WC befindet sich direkt am Eingang und ist ansprechend gestaltet. Die Terrasse bietet einen weiten Blick bis zum Teufelsberg, auf die Sonnenuntergänge und das Berliner Umland. Ein wahres Nest über Berlin! Das Mehrfamilienhaus befindet sich in einem sehr guten Zustand und wird regelmäßig gepflegt. Ein Aufzug für die Wohnungen im DG ist vorhanden. Trotz der Nähe zur AVUS und s-Bahn besteht keine unangenehme Geräuschbelästigung und die Parkplatz Situation ist trotz der City-Lage entspannt. Die Nähe zum Ku´damm bietet nicht nur hervorragende Nahverkehrsanbindungen (3 mins. zu Fuß zum Halensee und Ku´damm; 5 mins. zu Fuß zum Stutti; AVUS unweit), sondern auch zahlreiche Restaurants und Cafés. In direkter Nachbarschaft gibt es ausreichende Einkaufsmöglichkeiten. Einen privaten Besichtigungstermin können Sie gerne mit mir vereinbaren. Die Wohnung ist im guten Zustand und steht ab dem 01.06.2019 für eine Anmietung frei. Mietdauer vorläufig 5 Jahre. Bei Interesse bitte folgende Dokumente nachreichen: Mietschulden Freiheitsbestätigung, aktuellen SCHUFA Auszug, Gehaltsnachweis der letzten 3 Monate (bei Selbstständigen bitte eine Einkommensbestätigung durch den Steuerberater vorlegen).","Loft mit Parkett, Terrasse mit Weitsicht // Aufzug // offene Einbauküche (KS, Herd, Ofen) // Bad mit Dusche, Badewanne, zwei Waschbecken; WM Anschluß // Gäste-WC // Keller",NA,NA,2017,NA,NA,2019-05-01
550.0,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,19,7.78,40,0.0,1887,114913695,NA,NA,TRUE,Berlin,TRUE,1,3950.0,1,230.0,Berlin,mint_condition,luxury,NA,Joseph-Haydn-Straße,Joseph-Haydn-Straße,TRUE,9,penthouse,10557,4,NA,5,5,4,FALSE,7,Berlin,Tiergarten_Tiergarten,"In einer ganz besonderen Wohnlage von Berlin, direkt am Tiergarten, wurde im vergangenen Jahr die umfassende Sanierung des denkmalgeschützten Hauses Joseph-Haydn-Straße 1 abgeschlossen. Das Haus stammt aus dem Jahre 1887 und wurde vom renommierten Architektenbüro Ende & Böckmann entworfen. Dieses Büro zeichnete u.a. für kaiserliche Regierungsbauten in Tokio verantwortlich und hat auch das Bankgebäude am Bebelplatz entworfen, das heute das Hotel de Rome beherbergt. Neben den Wohnungen erstrahlen die Fassaden im neuen Glanz . Besonders bemerkenswert ist das wohl einzigartige Treppenhaus, das Gustave Eiffel, der berühmte Eiffelturm-Erbauer, konstruiert hat. Es ist heute immer noch ein Schmuckstück. Eine halbovale Freitreppe, die es in dieser Form kein zweites Mal in Berlin gibt, schwingt sich durch das Gebäude bis in das Dach. Der Dachstuhl wurde komplett abgetragen und neu aufgebaut. Dabei sind zwei außergewöhnliche Dachgeschoßwohnungen entstanden, die jeweils über eine Rooftop-Terrasse mit Weitblick verfügen. Das Haus diente in seiner bewegten Vergangenheit u.a. als Kulisse für Filme wie ""Aimee und Jaguar"" von Max Färberböck oder ""Die Spaziergängerin von Sans-Souci"" mit Romy Schneider und Michel Piccoli. Zuletzt wurde Babylon Berlin gedreht. Auch der Maler Lovis Corinth hat eine Zeitlang hier gewohnt.","Die Ausstattung dieser Wohnung lässt nahezu keinen Wunsch offen und weist u.a. folgende Merkmale auf: - Attraktiver & großzügiger Grundriss - Große Fenster (teilweise Ateliercharakter) - Elektrisch betriebener außenliegender Sonnenschutz - Offener Kamin für Echtholzbetrieb - Großer Loggia-Balkon am Wohn- und Eßbereich - Große Rooftop-Terrasse mit Weitblick über Berlin! - Balkone an beiden Schlafzimmern - Parkettfußböden in Eiche - Fußbodenheizung mit 15 individuell regelbaren Bereichen - Äußerst aufwendige Wärmedämmung - Belüftungssystem für alle Bereiche für ein angenehmes Raumklima - Wandflächen gespachtelt - Repräsentative Raumhöhen - Hochwertig gearbeitete Türen mit Höhen von ca. 2,50 m - Masterbedroom mit ensuite Badezimmer - Beide Badezimmer mit hochwertigen Objekten, Bidets - Homogene Belichtung über Lichtkuppeln - Große Dusche als Walk In - Separater Hauswirtschaftsraum mit WM & WT Anschluß - Hochwertige Einbauküche als Individualanfertigung mit Eßbereich - Vollausstattung mit Miele-Einbaugeräten inkl. integriertem Weinkühlschrank - Separater Abstellraum in der Wohnung - Bäder & Flure mit Downlights - Nachtbeleuchtungssystem - Hoher Energiestandard - Modernes Bussystem für die Elektrik - Video Gegensprechanlage - Barrierefreier Zugang zum Haus und zur Wohnung - Abgeschlossener Fahrrad- und Kinderwagenraum - Separater Kellerraum - Viele weitere hochwertige Ausstattungsdetails - Stellplatz auf Wunsch als Fremdanmietung in der unmittelbaren Umgebung.",NA,NA,2016,NA,NA,2020-02-01
140.0,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,5,9.3,10,939.5,1960,94118907,NA,oil,FALSE,Berlin,TRUE,2,680.0,NA,61.83,Berlin,well_kept,normal,NA,no_information,NA,FALSE,5,apartment,12359,3,140,1,3,3,FALSE,3,Berlin,Britz_Neukölln,NA,"Die helle Wohnung erstreckt sich über drei geräumige Zimmer, eine Küche und ein Wannenbad mit Fenster. Als Bodenbelag dient Laminat, Küche und Bad sind gefliest. Ein großzügiger Balkon lädt zum Entspannen ein. Die Abstellkammer in der Wohnung sowie der Kellerraum sorgen für ausreichend Stauraum.",119.5,NA,NA,NA,NA,2019-05-01
100.0,central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,1,9.64,40,649.0,1971,107080348,NA,district_heating,FALSE,Berlin,FALSE,3,499.0,33,55.0,Berlin,well_kept,normal,negotiable,Mellenseestr.,Mellenseestr.,TRUE,3,apartment,10319,2,63,2,9,2,FALSE,2,Berlin,Friedrichsfelde_Lichtenberg,"Die Wohnung befindet sich in einem modernen, mehrstöckigen Wohngebäude. Ausgestattet ist das Haus mit einem Aufzug, womit die Wohnung bequem und mühelos erreichbar wird. Das Gebäude wurde Ende der neunziger Jahre komplett saniert und modernisiert. Dadurch konnten enorme Energieeinsparungen für die Mieter erzielt werden. Die angebotene Wohnung befindet sich im 2. Obergeschoss.",- 2 Zimmer - modernes gefliestes Wannenbad mit Fenster - Kunststofffenster - zentrale Warmwasserversorgung - Zentralheizung - Aufzug - Gegensprechanlage,50,NA,NA,90.76,0.1985,2018-09-01
385.36,central_heating,NA,NA,FALSE,TRUE,10,11.22,NA,1807.07,NA,107006802,1,district_heating,TRUE,Berlin,TRUE,NA,1421.71,25C,83.63,Berlin,first_time_use,sophisticated,negotiable,Lehrter Straße,Lehrter_Straße_,TRUE,7,apartment,10557,3,66.4,4,5,3,FALSE,4,Berlin,Tiergarten_Tiergarten,"Die angebotene Wohnung liegt in einem alteingesessenen Kiez - dem Lehrter Straßen Kiez - in einem bunt-fröhlichem Neubau. Der lichtdurchflutete Wohn- und Essbereich mit einer hochwertigen Einbauküche ist offen gestaltet und bietet Zugang zum sonnigen Balkon. Alle Wohnräume sind mit hochwertigem Eichenparkett und einer gemütlichen Fußbodenheizung ausgestattet. Es gibt zwei Bäder, das eine verfügt über eine Badewanne und das zweite ist ein tagesbelichtetes Duschbad. Zu der Wohnung gehört ein Tiefgaragenstellplatz (zzgl. 120 €/mtl.) Hier lässt es sich leben.","- hochwertige Einbauküche - Balkon - Parkettboden - energieeffiziente Fußbodenheizung - ca. 2,75 m lichte Raumhöhe - Wannenbad - Duschbad mit Fenster - Hauswirtschaftsraum - Fenster mit 2-fach Wärmedämmverglasung - Textilscreens als Sonnen- und Wärmeschutz - Video-Gegensprechanlage - Keller - Aufzug von der Tiefgarage bis ins Dachgeschoss",NA,B,NA,90.76,0.1985,2018-09-01
202.58,na,ONE_YEAR_FREE,NA,FALSE,FALSE,6,6.57,40,2224.32,2017,113804468,NA,district_heating,TRUE,Berlin,FALSE,9,1921.24,7D,118.23,Berlin,mint_condition,sophisticated,NA,Chausseestraße,Chausseestraße_,TRUE,8,apartment,10115,3,114,NA,NA,3,FALSE,5,Berlin,Mitte_Mitte,"Die Premium-Wohnanlage „Feuerlandhöfe“ in Berlin – Mitte befindet sich unweit des neuen Hauptbahnhofes, direkt gegenüber des Neubaus des Bundesnachrichtendienstes. Es erwarten Sie 394 Wohneinheiten, aufgeteilt in 264 Neubauwohnungen und 130 kernsanierte Denkmalwohnungen. Die Ausstattung der Wohnungen lässt keine Wünsche offen: Hochwertiger Eichenparkettboden mit Fußbodenheizung, Schall- und wärmeisolierte Kunststofffenster, hochwertige und voll ausgestattete Marken-Einbauküche, Malervlies, modern geflieste Bäder mit Markenarmaturen, Gegensprechanlage mit Videofunktion, Breitbandkabelanschluss in allen Räumen und viele Annehmlichkeiten mehr. Fast alle Wohnungen verfügen über einen großzügigen Außenbereich in Form einer Loggia, einer Terrasse (auch Dachterrasse) oder eines Balkons.","Ihre großzügige Etagenwohnung ist in allen Wohn- und Schlafräumen mit Eichenparkett ausgestattet. Wer helle Wohnungen mag, wird diese lichtdurchfluteten Räume lieben! Die offene Markenküche mit Einbaugeräten ist komplett ausgestattet und schafft ein ausgesprochen angenehmes Wohnambiente. Das Highlight des Schlafzimmers ist zweifellos der großzügige Schnitt. Das elegante Bad ist mit Badewanne und WC ausgestattet. Zusätzlich verfügt die Wohnung über ein Gäste-Bad mit Dusche und WC. Besonders bequem ist auch der Waschmaschinenanschluss in Ihrer Wohnung. Der Balkon stellt höchste Wohn- und Lebensqualität sicher.",100.5,NA,NA,NA,NA,2019-10-01
97.0,central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,16,8.17,40,0.0,1910,113595770,NA,gas,TRUE,Berlin,FALSE,1,1049.88,NA,77.14,Berlin,first_time_use_after_refurbishment,normal,yes,no_information,NA,FALSE,7,na,10245,2,93,2,NA,2,FALSE,3,Berlin,Friedrichshain_Friedrichshain,NA,"Diese sehenswerte Altbauwohnung befindet sich in der Friedrichshainer Bossestraße - nur ca. 150 Meter vom Spreeufer entfernt! Sie liegt im hellen 2.OG des Seitenflügels. Der Hofbereich ist großzügig und auch in freundlichen Farben gehalten, so dass viel Licht in die Wohnung kommt. Bitte beachten Sie jedoch, dass ein Aufzug nicht vorhanden ist. Bitte beachten Sie: die Bauarbeiten laufen aktuell noch, so dass Fotos der Wohnung derzeit nur eingeschränkt möglich waren - entsprechend zeigen die hier eingestellten Fotos noch nicht den fertigen Zustand. Diese Wohnung wurde in den letzten Monaten saniert, die Arbeiten sind bald abgeschlossen. Die Wohnung könnte bei Bedarf schon recht kurzfristig bezogen werden. Der Grundriss zeigt ein geräumiges Wohnzimmer, ein Schlafzimmer, eine Küche und ein geräumiges Badezimmer. Da Durchgangsbereiche vorhanden sind und eines der Zimmer offen zum Flur gehalten ist, sollte die Wohnung für eine WG leider nicht in Frage kommen. Die Wohnung hat einen angenehmen Standard - sie wurde neu saniert. Die sorgfältig geschliffenen Echtholzdielen schaffen eine freundliche, einladende Wohnatmosphäre. Das Badezimmer ist mit einer Badewanne ausgestattet und verfügt auch über ein Fenster. Das Bad hat eine sehr schöne Größe. Die Wohnung wird auch noch eigentümerseitig mit einer Einbauküche ausgestattet, diese ist bestellt, wurde aber noch nicht geliefert. Die Küche wird nach Auskunft des Eigentümers weiße Hochglanzfronten erhalten. Wir haben diesem Exposé einmal ein paar Fotos einer Musterküche beigefügt - so in etwa wird Ihre neue Küche aussehen. Abweichungen zu Ausstattung und Anordnung sind jedoch möglich. Die Wohnung ist, auch durch große Fensterflächen, sehr hell und angenehm belichtet. Eine Besichtigung kann schon kurzfristig erfolgen. Die Beheizung erfolgt über eine Gaszentralheizung. Sichern Sie sich Ihre Altbauwohnung in begehrter Lage Berlin-Friedrichshains! Gern vereinbaren wir einen unverbindlichen Besichtigungstermin mit Ihnen. Am schnellsten können wir Ihre Anfrage beantworten, wenn Sie uns eine kurze eMail direkt über das Kontaktformular dieses Exposés zukommen lassen. Mieten Sie direkt beim Spezialisten: wir sind fachkundegeprüftes IVD-Verbandsmitglied und gewährleisten eine kompetente Bearbeitung eines jeden Vermietungsvorgangs. Wir freuen uns auf Ihre Anfrage. Möchten auch Sie Ihre Eigentumswohnung verkaufen oder vermieten? Mit langjähriger Markterfahrung und viel Freude an persönlicher Dienstleistung sind wir Ihr professioneller Partner für den erfolgreichen Verkauf oder die Vermietung Ihrer Immobilie. Wir freuen uns auf Ihren Kontakt! habitare Immobilien IVD wurde auch im Jahr 2019 von einer unabhängigen Jury des Fachmagazins Bellevue als „Bellevue Best Property Agents“ ausgezeichnet – nun bereits zum zwölften Mal in Folge.",97,NO_INFORMATION,2019,NA,NA,2019-10-01
